gene_id,median_log1p_treated,median_log1p_untreated,delta_log1p_treated_minus_untreated,u_statistic,p_treatment,spearman_rho_with_R,p_R_correlation,detected_frac_treated,detected_frac_untreated,n_detected_total,q_treatment_bh,q_R_correlation_bh,gene_id_stripped,gene_symbol,gene_biotype,chromosome,bridge_direction,bridge_score
ENSG00000239713,0.0,1.3862943611198906,-1.3862943611198906,187281.0,2.1985595953628166e-13,-0.14027950245692708,1.1068383327524255e-08,0.35658914728682173,0.5476947535771065,827,1.3239318428214738e-11,6.132434833667212e-08,ENSG00000239713,APOBEC3G,protein_coding,chr22,treated_down_R_negative,0.19446868323674185
ENSG00000048991,1.0986122886681096,2.302585092994046,-1.2039728043259363,219611.5,0.002547652896919547,-0.1613550522537931,4.624867059505251e-11,0.5297157622739018,0.6120826709062003,975,0.014786560040912134,3.745157793020438e-10,ENSG00000048991,R3HDM1,protein_coding,chr2,treated_down_R_negative,0.19426709475415727
ENSG00000102580,0.0,1.0986122886681096,-1.0986122886681096,222054.5,0.005676436328329124,-0.17677162741964744,5.156980685025452e-13,0.4573643410852713,0.5476947535771065,866,0.028371267167051815,5.819887789724997e-12,ENSG00000102580,DNAJC3,protein_coding,chr13,treated_down_R_negative,0.19420348217108524
ENSG00000114796,0.0,1.3862943611198906,-1.3862943611198906,218779.0,0.001473298612841461,-0.1399461933601963,1.1996424995116448e-08,0.45219638242894056,0.5604133545310016,880,0.009499091283663434,6.604385543110966e-08,ENSG00000114796,KLHL24,protein_coding,chr3,treated_down_R_negative,0.194006618715434
ENSG00000104388,0.0,1.0986122886681096,-1.0986122886681096,217851.5,0.0008542470756831773,-0.17633532735034915,5.890652973650243e-13,0.4186046511627907,0.5349761526232114,835,0.006093420771046273,6.576490272264568e-12,ENSG00000104388,RAB2A,protein_coding,chr8,treated_down_R_negative,0.19372415755340738
ENSG00000091317,3.9318256327243257,4.7535901911063645,-0.8217645583820388,221232.0,0.006132600293895106,-0.23568501796887636,3.37163876730509e-22,0.6770025839793282,0.7551669316375199,1212,0.03020116845081624,2.082604516208865e-20,ENSG00000091317,CMTM6,protein_coding,chr3,treated_down_R_negative,0.19367759470845655
ENSG00000260032,0.0,1.0986122886681096,-1.0986122886681096,219864.0,0.002396477843545897,-0.17620288311870944,6.132965961019405e-13,0.46770025839793283,0.5604133545310016,886,0.014075189865134093,6.826858402091646e-12,ENSG00000260032,NORAD,lncRNA,chr20,treated_down_R_negative,0.1935786526929648
ENSG00000164466,0.0,1.3862943611198906,-1.3862943611198906,207713.0,2.980286452532657e-06,-0.1392724080381281,1.410875490145468e-08,0.39276485788113696,0.5325914149443561,822,4.6927852253332244e-05,7.666334580323933e-08,ENSG00000164466,SFXN1,protein_coding,chr5,treated_down_R_negative,0.1930725539228455
ENSG00000108256,1.0986122886681096,2.302585092994046,-1.2039728043259363,222886.5,0.009287269063555434,-0.15975294555851408,7.205213360460352e-11,0.5348837209302325,0.6128775834658188,978,0.041704051180615584,5.649879847984911e-10,ENSG00000108256,NUFIP2,protein_coding,chr17,treated_down_R_negative,0.19233820186341283
ENSG00000160613,0.6931471805599453,2.1972245773362196,-1.5040773967762742,213879.0,0.00017705930654625618,-0.1278310046668683,1.9709143215493753e-07,0.5012919896640827,0.6136724960254372,966,0.0016253710856672658,9.087765030611924e-07,ENSG00000160613,PCSK7,protein_coding,chr11,treated_down_R_negative,0.19226772472663903
ENSG00000180448,0.0,2.5249280036247685,-2.5249280036247685,211062.0,3.381490337950074e-05,-0.07591324176684859,0.0020627829651388555,0.46511627906976744,0.5834658187599364,914,0.00039182328421870973,0.005004619198224806,ENSG00000180448,ARHGAP45,protein_coding,chr19,treated_down_R_negative,0.1916754699830534
ENSG00000124207,0.0,1.0986122886681096,-1.0986122886681096,223804.0,0.01074841028459347,-0.17374699512407465,1.287814795173265e-12,0.4780361757105943,0.5262321144674086,847,0.04673475913121329,1.3640341903510919e-11,ENSG00000124207,CSE1L,protein_coding,chr20,treated_down_R_negative,0.19088058396246652
ENSG00000259865,2.5649493574615367,3.8176519431297073,-1.2527025856681706,213867.5,0.00023437906255922123,-0.15202550222712624,5.74369021414384e-10,0.5943152454780362,0.7034976152623211,1115,0.0020629193279937327,3.861077338310406e-09,ENSG00000259865,ENSG00000259865,lncRNA,chr1,treated_down_R_negative,0.19044273972742326
ENSG00000122882,0.0,1.0986122886681096,-1.0986122886681096,205818.0,9.69155267117337e-07,-0.17303942436714995,1.591538818762014e-12,0.3953488372093023,0.5461049284578696,840,1.7434175459741113e-05,1.66425981809063e-11,ENSG00000122882,ECD,protein_coding,chr10,treated_down_R_negative,0.19010323803380685
ENSG00000151923,0.0,1.0986122886681096,-1.0986122886681096,218768.0,0.001509951921237362,-0.17289545344466514,1.6614306659879532e-12,0.4754521963824289,0.5635930047694754,893,0.009701324465325857,1.7326983204333745e-11,ENSG00000151923,TIAL1,protein_coding,chr10,treated_down_R_negative,0.18994506980915415
ENSG00000101654,0.0,1.0986122886681096,-1.0986122886681096,214239.5,0.00014525944710583918,-0.172673067506144,1.7753417940970483e-12,0.4186046511627907,0.5405405405405406,842,0.0013676661435473715,1.8391974952929003e-11,ENSG00000101654,RNMT,protein_coding,chr18,treated_down_R_negative,0.18970075388426785
ENSG00000102858,2.0794415416798357,3.1354942159291497,-1.056052674249314,216847.0,0.0009814295422554305,-0.17953255057385137,2.2051037467025854e-13,0.6356589147286822,0.7233704292527822,1156,0.006836474254482725,2.6394397993435823e-12,ENSG00000102858,MGRN1,protein_coding,chr16,treated_down_R_negative,0.18959583014831594
ENSG00000070814,0.0,1.0986122886681096,-1.0986122886681096,217836.0,0.0008148341342410696,-0.17249225504265514,1.873569635972061e-12,0.42118863049095606,0.5238473767885533,822,0.005876791017198078,1.9294241549975737e-11,ENSG00000070814,TCOF1,protein_coding,chr5,treated_down_R_negative,0.18950211108993462
ENSG00000120899,3.828641396489095,4.7999057951649995,-0.9712643986759044,195202.5,3.1521068519125926e-09,-0.19489596106959342,1.5201947865317737e-15,0.7080103359173127,0.8322734499205088,1321,9.783449654896469e-08,2.769697011956898e-14,ENSG00000120899,PTK2B,protein_coding,chr8,treated_down_R_negative,0.18929550843262113
ENSG00000126070,2.70805020110221,3.8066624897703196,-1.0986122886681096,213910.0,0.0002693317824345196,-0.17202735323823976,2.1512412378877457e-12,0.6692506459948321,0.7639109697933227,1220,0.0023137610271219966,2.187925266822056e-11,ENSG00000126070,AGO3,protein_coding,chr1,treated_down_R_negative,0.1889913642545799
ENSG00000125877,0.0,1.0986122886681096,-1.0986122886681096,223446.0,0.008885508887757059,-0.17167086366013537,2.3911122262838186e-12,0.43669250645994834,0.5158982511923689,818,0.04021556569004729,2.409885740693737e-11,ENSG00000125877,ITPA,protein_coding,chr20,treated_down_R_negative,0.18859972042329232
ENSG00000007168,0.0,1.0986122886681096,-1.0986122886681096,221749.5,0.004944996494843583,-0.17163246699509935,2.4184610510097415e-12,0.43669250645994834,0.5476947535771065,858,0.02537829477848896,2.4350889465508993e-11,ENSG00000007168,PAFAH1B1,protein_coding,chr17,treated_down_R_negative,0.18855753737523986
ENSG00000163719,0.0,1.0986122886681096,-1.0986122886681096,211939.0,3.800958266069592e-05,-0.17140017640556302,2.59057153986951e-12,0.4108527131782946,0.527027027027027,822,0.0004339798359938095,2.5958142641551438e-11,ENSG00000163719,MTMR14,protein_coding,chr3,treated_down_R_negative,0.1883023400790333
ENSG00000119778,1.791759469228055,2.833213344056216,-1.0414538748281612,218615.0,0.0018239127262377071,-0.1803586750230855,1.7056128101432738e-13,0.5710594315245479,0.6446740858505564,1032,0.011292405031586893,2.1012314528751634e-12,ENSG00000119778,ATAD2B,protein_coding,chr2,treated_down_R_negative,0.18783524096166548
ENSG00000137642,4.912654885736052,6.465359246574745,-1.5527043608386926,161867.5,1.5877322023064144e-23,-0.12055987182915773,9.394327496010963e-07,0.7441860465116279,0.8863275039745628,1403,2.6770881398131884e-21,3.92495657089566e-06,ENSG00000137642,SORL1,protein_coding,chr11,treated_down_R_negative,0.18719383873128706
ENSG00000149187,3.1780538303479458,4.143134726391533,-0.9650808960435868,212880.5,0.00016297686113435713,-0.1938447962746335,2.1661578351478646e-15,0.689922480620155,0.7567567567567568,1219,0.0015116673295759743,3.8196134172847565e-14,ENSG00000149187,CELF1,protein_coding,chr11,treated_down_R_negative,0.18707590968210983
ENSG00000244509,2.772588722239781,4.204692619390966,-1.4321038971511846,201316.0,2.0881522893181664e-07,-0.13033675926876873,1.1273392715102773e-07,0.6770025839793282,0.7782193958664547,1241,4.4736081291690635e-06,5.369536401927024e-07,ENSG00000244509,APOBEC3C,protein_coding,chr22,treated_down_R_negative,0.18665578089085946
ENSG00000179262,1.6094379124341003,2.833213344056216,-1.2237754316221159,217121.5,0.0009200954645426896,-0.1523993930030047,5.20717877435789e-10,0.5684754521963824,0.6303656597774245,1013,0.006472832166323887,3.5310332067075143e-09,ENSG00000179262,RAD23A,protein_coding,chr19,treated_down_R_negative,0.18650263295120054
ENSG00000102317,4.859812404361672,6.024656783393174,-1.1648443790315017,174530.0,3.1307881040452033e-17,-0.15992607823031585,6.869618284802431e-11,0.7467700258397932,0.8974562798092209,1418,2.8555167640199426e-15,5.407115901030589e-10,ENSG00000102317,RBM3,protein_coding,chrX,treated_down_R_negative,0.18628899328713563
ENSG00000048707,0.0,1.6094379124341003,-1.6094379124341003,209439.0,1.0483791037313961e-05,-0.11546407343667951,2.6632972102942807e-06,0.42377260981912146,0.5516693163751988,858,0.00014299120849450562,1.042230960741557e-05,ENSG00000048707,VPS13D,protein_coding,chr1,treated_down_R_negative,0.18583225731306713
ENSG00000147050,0.0,1.0986122886681096,-1.0986122886681096,208749.5,5.876581495831727e-06,-0.16822696056983721,6.5631950028374885e-12,0.4005167958656331,0.534181240063593,827,8.658866632001844e-05,6.129513225254784e-11,ENSG00000147050,KDM6A,protein_coding,chrX,treated_down_R_negative,0.18481620616730868
ENSG00000105402,2.302585092994046,3.2188758248682006,-0.9162907318741547,210550.5,4.59016911106677e-05,-0.20144329964353225,1.6006429532792773e-16,0.6124031007751938,0.7329093799682035,1159,0.0005102678014308829,3.424475695585768e-15,ENSG00000105402,NAPA,protein_coding,chr19,treated_down_R_negative,0.1845806284615168
ENSG00000063978,2.1972245773362196,3.3140206880897667,-1.1167961107535471,216101.5,0.0006254080152116551,-0.1652196463443609,1.558232629853997e-11,0.5762273901808785,0.6669316375198728,1062,0.004689507744831047,1.371886831019919e-10,ENSG00000063978,RNF4,protein_coding,chr4,treated_down_R_negative,0.18451665845745877
ENSG00000122965,0.0,1.0986122886681096,-1.0986122886681096,223313.5,0.008917784801497084,-0.1676671537706861,7.718616292132148e-12,0.4625322997416021,0.5302066772655007,846,0.04033238528535574,7.138061013948357e-11,ENSG00000122965,RBM19,protein_coding,chr12,treated_down_R_negative,0.18420119553848133
ENSG00000159459,0.6931471805599453,2.1972245773362196,-1.5040773967762742,220038.0,0.0029148773906632263,-0.12228922540274828,6.531797192231026e-07,0.5193798449612403,0.5945945945945946,949,0.016498597431855926,2.7948744830900193e-06,ENSG00000159459,UBR1,protein_coding,chr15,treated_down_R_negative,0.18393245979755266
ENSG00000035403,1.791759469228055,2.639057329615259,-0.8472978603872039,222322.0,0.007336393332219979,-0.21664693201006832,6.337447465271648e-19,0.5581395348837209,0.5906200317965024,959,0.034747056971141485,2.1510772446596138e-17,ENSG00000035403,VCL,protein_coding,chr10,treated_down_R_negative,0.18356448195158293
ENSG00000189079,2.70805020110221,3.5972184255501674,-0.8891682244479573,209784.5,3.0297696479825617e-05,-0.206072216028242,3.108439653582535e-17,0.6330749354005168,0.724960254372019,1157,0.0003559608460622224,7.551523217616823e-16,ENSG00000189079,ARID2,protein_coding,chr12,treated_down_R_negative,0.1832328664338878
ENSG00000160014,1.0986122886681096,1.9459101490553132,-0.8472978603872037,215109.0,0.00036907365956071484,-0.21578083827012295,8.785852322315103e-19,0.5633074935400517,0.6422893481717011,1026,0.0030216573917788395,2.9186058731626733e-17,ENSG00000160014,CALM3,protein_coding,chr19,treated_down_R_negative,0.18283064257883241
ENSG00000164985,1.6094379124341003,2.639057329615259,-1.0296194171811586,221222.5,0.005418758753600293,-0.17710874251980022,4.652211895385224e-13,0.5917312661498708,0.6581875993640699,1057,0.0273153428896338,5.2962206442609965e-12,ENSG00000164985,PSIP1,protein_coding,chr9,treated_down_R_negative,0.18235460025092456
ENSG00000138592,0.0,1.0986122886681096,-1.0986122886681096,218069.0,0.0010095668709135717,-0.16598532323039997,1.2522112790436347e-11,0.4418604651162791,0.5461049284578696,858,0.0069953390562544635,1.116644551949917e-10,ENSG00000138592,USP8,protein_coding,chr15,treated_down_R_negative,0.18235351583946563
ENSG00000058262,3.5553480614894135,4.418840607796598,-0.8634925463071847,216391.0,0.0008645919945000518,-0.20946004157236994,9.135670518764626e-18,0.6976744186046512,0.7782193958664547,1249,0.006154545432323167,2.4672638137820343e-16,ENSG00000058262,SEC61A1,protein_coding,chr3,treated_down_R_negative,0.1808671846469345
ENSG00000032219,1.9459101490553132,3.4339872044851463,-1.488077055429833,209007.5,1.7670646404669712e-05,-0.12145675641911667,7.785369044863888e-07,0.58656330749354,0.6899841017488076,1095,0.0002226173155496213,3.2968913469513886e-06,ENSG00000032219,ARID4A,protein_coding,chr14,treated_down_R_negative,0.1807370124542176
ENSG00000090905,0.0,1.3862943611198906,-1.3862943611198906,212042.0,5.838649878845771e-05,-0.1302780377284303,1.1423325915923644e-07,0.4625322997416021,0.5858505564387917,916,0.0006286676067339873,5.438458566779704e-07,ENSG00000090905,TNRC6A,protein_coding,chr16,treated_down_R_negative,0.1806037090806873
ENSG00000060339,3.8501476017100584,4.787457019354136,-0.9373094176440775,214180.5,0.00032609937181664214,-0.19075807683013624,6.057042258128045e-15,0.7390180878552972,0.8139904610492846,1310,0.0027219742320247573,9.794573310408922e-14,ENSG00000060339,CCAR1,protein_coding,chr10,treated_down_R_negative,0.17879934190455918
ENSG00000005844,0.0,3.2188758248682006,-3.2188758248682006,183403.5,2.3895896363132152e-14,-0.055485363701860316,0.024421553402559755,0.40310077519379844,0.6375198728139905,958,1.609902149579225e-12,0.04587663446468211,ENSG00000005844,ITGAL,protein_coding,chr16,treated_down_R_negative,0.17860049585393775
ENSG00000138688,0.6931471805599453,2.302585092994046,-1.6094379124341005,218035.0,0.0012336581670883446,-0.1108509502807836,6.592553431814377e-06,0.5167958656330749,0.5961844197138315,950,0.00822429989441905,2.4379551772209345e-05,ENSG00000138688,BLTP1,protein_coding,chr4,treated_down_R_negative,0.1784077220112406
ENSG00000196396,0.0,1.4978661367769954,-1.4978661367769954,208170.5,5.142861418036133e-06,-0.11890749676275905,1.323299136757573e-06,0.4418604651162791,0.5556438791732909,870,7.701453490772977e-05,5.4191505806589175e-06,ENSG00000196396,PTPN1,protein_coding,chr20,treated_down_R_negative,0.17810751280985698
ENSG00000068831,0.6931471805599453,1.9459101490553132,-1.252762968495368,220012.0,0.00312606082731254,-0.14130905831059354,8.620942824941457e-09,0.5400516795865633,0.629570747217806,1001,0.017412717033278582,4.867204878523057e-08,ENSG00000068831,RASGRP2,protein_coding,chr11,treated_down_R_negative,0.17702675536446422
ENSG00000160305,1.0986122886681096,2.639057329615259,-1.5404450409471493,216885.0,0.0007737488940748337,-0.11478724388584345,3.048776837062009e-06,0.5452196382428941,0.6089030206677265,977,0.0056168371544976226,1.1824307088070839e-05,ENSG00000160305,DIP2A,protein_coding,chr21,treated_down_R_negative,0.17682344060793853
ENSG00000101337,0.0,0.6931471805599453,-0.6931471805599453,211241.5,2.327164567602771e-05,-0.2547464664822637,8.825378462881176e-26,0.4005167958656331,0.5158982511923689,804,0.00028411445932380916,1.0016242606870732e-23,ENSG00000101337,TM9SF4,protein_coding,chr20,treated_down_R_negative,0.17657679499978968
ENSG00000115839,0.0,1.6094379124341003,-1.6094379124341003,202213.0,9.280839439532749e-08,-0.10970174534309683,8.217720627507693e-06,0.40568475452196384,0.5596184419713831,861,2.1491998859491093e-06,2.998775848547584e-05,ENSG00000115839,RAB3GAP1,protein_coding,chr2,treated_down_R_negative,0.17655814801537104
ENSG00000141867,0.6931471805599453,1.6094379124341003,-0.916290731874155,216727.5,0.0007865742880570341,-0.1905535719751717,6.48011340578257e-15,0.5788113695090439,0.6383147853736089,1027,0.005694038470030881,1.0430040116954371e-13,ENSG00000141867,BRD4,protein_coding,chr19,treated_down_R_negative,0.17460247192636455
ENSG00000117000,0.0,0.6931471805599453,-0.6931471805599453,197288.5,9.053553862373552e-10,-0.25162545357832666,3.576452848598786e-25,0.3359173126614987,0.5087440381558028,770,3.0763344839762333e-08,3.631988127374872e-23,ENSG00000117000,RLF,protein_coding,chr1,treated_down_R_negative,0.1744134737049345
ENSG00000145907,3.091042453358316,4.1588830833596715,-1.0678406300013554,219242.0,0.0026634847627900224,-0.1629167408069777,2.989089990851444e-11,0.6020671834625323,0.7170111287758346,1135,0.015311846702121113,2.5043965641855786e-10,ENSG00000145907,G3BP1,protein_coding,chr5,treated_down_R_negative,0.17396911514109062
ENSG00000185811,2.70805020110221,4.060443010546419,-1.352392809444209,205044.5,2.0924957653628224e-06,-0.12857000442582012,1.67336847035867e-07,0.627906976744186,0.7591414944356121,1198,3.446210158868137e-05,7.791817091490967e-07,ENSG00000185811,IKZF1,protein_coding,chr7,treated_down_R_negative,0.17387714949568925
ENSG00000124126,0.0,2.70805020110221,-2.70805020110221,194525.5,5.987830668932192e-10,-0.06420603691428864,0.009192378552949984,0.4702842377260982,0.6351351351351351,981,2.1033603835135348e-08,0.019306346902920067,ENSG00000124126,PREX1,protein_coding,chr20,treated_down_R_negative,0.17387317117771528
ENSG00000197694,2.772588722239781,4.07753744390572,-1.3049487216659386,209895.5,3.0148627083645457e-05,-0.1331505226514957,5.945081071572733e-08,0.5891472868217055,0.7066772655007949,1117,0.00035447648873733614,2.944504824794669e-07,ENSG00000197694,SPTAN1,protein_coding,chr9,treated_down_R_negative,0.17375460432322093
ENSG00000166801,0.0,0.6931471805599453,-0.6931471805599453,222708.0,0.006476968990466939,-0.25028658921423697,6.480213884480598e-25,0.45219638242894056,0.5007949125596184,805,0.031484508916882537,6.258121105219916e-23,ENSG00000166801,FAM111A,protein_coding,chr11,treated_down_R_negative,0.17348544364581356
ENSG00000113648,5.198497031265826,5.824470634443836,-0.6259736031780099,197737.0,2.252934409337064e-08,-0.2771227369880816,2.187340742643478e-30,0.9509043927648578,0.9308426073131956,1539,5.935454647842147e-07,5.7335898979225225e-28,ENSG00000113648,MACROH2A1,protein_coding,chr5,treated_down_R_negative,0.17347151819498138
ENSG00000110344,1.3862943611198906,2.5649493574615367,-1.1786549963416462,220567.0,0.004108893503847387,-0.14676331976533832,2.2259042398275752e-09,0.58656330749354,0.6454689984101749,1039,0.02180481712581006,1.3667840738768022e-08,ENSG00000110344,UBE4A,protein_coding,chr11,treated_down_R_negative,0.17298332012110268
ENSG00000139842,0.0,1.3862943611198906,-1.3862943611198906,209435.5,1.0164351192886046e-05,-0.12468530143510256,3.915407702681746e-07,0.4082687338501292,0.5516693163751988,852,0.00013899895079337764,1.7294436770001657e-06,ENSG00000139842,CUL4A,protein_coding,chr13,treated_down_R_negative,0.17285053029401648
ENSG00000103222,2.0794415416798357,2.9444389791664403,-0.8649974374866045,222883.0,0.009943562146031745,-0.19981329681662116,2.823950927966751e-16,0.58656330749354,0.6478537360890302,1042,0.04398320108071018,5.856881735110829e-15,ENSG00000103222,ABCC1,protein_coding,chr16,treated_down_R_negative,0.1728379897221276
ENSG00000140941,2.995732273553991,4.226807104886683,-1.2310748313326925,214194.5,0.0002591256217411613,-0.1402807645899076,1.1065005255294293e-08,0.6020671834625323,0.6701112877583466,1076,0.002238411941005828,6.131652317079319e-08,ENSG00000140941,MAP1LC3B,protein_coding,chr16,treated_down_R_negative,0.17269611860674164
ENSG00000133318,3.784189633918261,4.418840607796598,-0.6346509738783372,222790.0,0.010171911655489177,-0.27167930189785455,3.169611896560326e-29,0.6356589147286822,0.685214626391097,1108,0.044733179228771174,6.4620721496343964e-27,ENSG00000133318,RTN3,protein_coding,chr11,treated_down_R_negative,0.1724215335320602
ENSG00000123338,4.605170185988092,5.288267030694535,-0.6830968447064434,211426.0,8.844195619268573e-05,-0.25165851063612044,3.524192001183795e-25,0.8423772609819121,0.8720190779014309,1423,0.0008997945008214109,3.592487617415886e-23,ENSG00000123338,NCKAP1L,protein_coding,chr12,treated_down_R_negative,0.1719071345590568
ENSG00000173915,0.6931471805599453,1.791759469228055,-1.0986122886681096,206703.5,3.119075327016551e-06,-0.15628156714941413,1.8543940170139076e-10,0.5116279069767442,0.6081081081081081,963,4.8891113907350386e-05,1.3546630579090123e-09,ENSG00000173915,ATP5MK,protein_coding,chr10,treated_down_R_negative,0.1716928501626567
ENSG00000173762,0.6931471805599453,1.791759469228055,-1.0986122886681096,196130.0,3.45484288603213e-09,-0.1560701839336274,1.9629477939335054e-10,0.5788113695090439,0.6820349761526232,1082,1.064040693495324e-07,1.4262807019838769e-09,ENSG00000173762,CD7,protein_coding,chr17,treated_down_R_negative,0.17146062196417522
ENSG00000136754,3.044522437723423,3.9889840465642745,-0.9444616088408515,201731.5,2.690254276171858e-07,-0.18074443750547614,1.5122068532342134e-13,0.661498708010336,0.7726550079491256,1228,5.616941207271002e-06,1.8875657612218813e-12,ENSG00000136754,ABI1,protein_coding,chr10,treated_down_R_negative,0.17070618223545675
ENSG00000100503,2.772588722239781,3.8176519431297073,-1.0450632208899262,207835.5,9.884679326274302e-06,-0.1631250003966133,2.819164293006028e-11,0.6098191214470284,0.7178060413354531,1139,0.00013576961788836384,2.3722199026635294e-10,ENSG00000100503,NIN,protein_coding,chr14,treated_down_R_negative,0.17047593832215518
ENSG00000067900,3.9512437185814275,4.804021044733257,-0.8527773261518292,207119.0,8.564491375105841e-06,-0.1989227723833665,3.842995874160076e-16,0.7751937984496124,0.8688394276629571,1393,0.00012039305068214354,7.795885055972463e-15,ENSG00000067900,ROCK1,protein_coding,chr18,treated_down_R_negative,0.16963682994379622
ENSG00000145494,0.0,1.0986122886681096,-1.0986122886681096,223581.0,0.00970573945556369,-0.15421840988723126,3.2204035017294347e-10,0.45478036175710596,0.5254372019077902,837,0.04318846374285281,2.2665624194369643e-09,ENSG00000145494,NDUFS6,protein_coding,chr5,treated_down_R_negative,0.16942624024096775
ENSG00000160218,0.0,1.0986122886681096,-1.0986122886681096,194754.5,2.201206022416811e-10,-0.1537667668539632,3.6304291587256453e-10,0.38242894056847543,0.5461049284578696,835,8.312617367705517e-09,2.5300262901726777e-09,ENSG00000160218,TRAPPC10,protein_coding,chr21,treated_down_R_negative,0.16893005965452812
ENSG00000163162,1.0986122886681096,2.3502401828962083,-1.2516278942280987,216933.5,0.0007896026926298557,-0.1346675427869426,4.1872409224030163e-08,0.537467700258398,0.6104928457869634,976,0.005713309392531452,2.1224017889586822e-07,ENSG00000163162,RNF149,protein_coding,chr2,treated_down_R_negative,0.16855365299929334
ENSG00000053254,2.0794415416798357,3.2769667020129054,-1.1975251603330697,216070.0,0.0007236111685666347,-0.14038099921469888,1.079990207359194e-08,0.6459948320413437,0.7567567567567568,1202,0.005312215387408575,6.000736469211852e-08,ENSG00000053254,FOXN3,protein_coding,chr14,treated_down_R_negative,0.1681097785922988
ENSG00000138594,1.0986122886681096,2.1972245773362196,-1.09861228866811,220896.0,0.004217150783067444,-0.15277536893994503,4.717054276580321e-10,0.5426356589147286,0.5969793322734499,961,0.02229645519210239,3.217561208164661e-09,ENSG00000138594,TMOD3,protein_coding,chr15,treated_down_R_negative,0.1678408977232279
ENSG00000111581,0.0,0.6931471805599453,-0.6931471805599453,216365.0,0.00035661720067826816,-0.2420780192676562,2.295027989804572e-23,0.40310077519379844,0.5047694753577107,791,0.002936631557750058,1.692406810543121e-21,ENSG00000111581,NUP107,protein_coding,chr12,treated_down_R_negative,0.167795696530912
ENSG00000080603,3.091042453358316,3.8918202981106265,-0.8007778447523104,197650.0,1.6085629062719915e-08,-0.20886870454905226,1.1330005323372643e-17,0.648578811369509,0.7718600953895072,1222,4.393686754408252e-07,3.005245374591521e-16,ENSG00000080603,SRCAP,protein_coding,chr16,treated_down_R_negative,0.16725743106499716
ENSG00000099797,0.6931471805599453,2.5649493574615367,-1.8718021769015913,219975.5,0.002770919161250901,-0.0892712393475571,0.00028873338819025566,0.5038759689922481,0.5882352941176471,935,0.015815787995772983,0.0008169866271606172,ENSG00000099797,TECR,protein_coding,chr19,treated_down_R_negative,0.16709810014546037
ENSG00000149532,0.0,0.6931471805599453,-0.6931471805599453,203875.0,2.1702544615329198e-07,-0.24082560050142923,3.909575555318764e-23,0.39018087855297157,0.5278219395866455,815,4.611495055762695e-06,2.8034802367139818e-21,ENSG00000149532,CPSF7,protein_coding,chr11,treated_down_R_negative,0.16692758599422142
ENSG00000119383,0.0,0.6931471805599453,-0.6931471805599453,210423.5,1.512641656090739e-05,-0.24073712495735455,4.0590310271185907e-23,0.4082687338501292,0.5214626391096979,814,0.0001953781829334924,2.890715863673749e-21,ENSG00000119383,PTPA,protein_coding,chr9,treated_down_R_negative,0.16686625942029754
ENSG00000126756,0.0,1.3862943611198906,-1.3862943611198906,212232.0,4.879199065494141e-05,-0.12030829001743493,9.900269271296392e-07,0.4418604651162791,0.5325914149443561,841,0.0005387499343361371,4.1269423944881515e-06,ENSG00000126756,UXT,protein_coding,chrX,treated_down_R_negative,0.16678270404714646
ENSG00000002834,2.833213344056216,3.58351893845611,-0.7503055943998937,222799.5,0.010243270833257212,-0.2218378684709629,8.685567912253263e-20,0.6149870801033591,0.6955484896661367,1113,0.04495825905470553,3.420819695541869e-18,ENSG00000002834,LASP1,protein_coding,chr17,treated_down_R_negative,0.16644619376351127
ENSG00000140299,3.2188758248682006,4.189654742026425,-0.9707789171582246,219168.5,0.0026789514355677253,-0.17111207429438574,2.8207729358790863e-12,0.6563307493540051,0.7352941176470589,1179,0.015375258901502126,2.810232200219621e-11,ENSG00000140299,BNIP2,protein_coding,chr15,treated_down_R_negative,0.16611199419620148
ENSG00000159346,0.0,0.6931471805599453,-0.6931471805599453,204041.0,1.7963566333599082e-07,-0.23844310979773595,1.0679780467417489e-22,0.36175710594315247,0.505564387917329,776,3.899356469338595e-06,7.147307317722395e-21,ENSG00000159346,ADIPOR1,protein_coding,chr1,treated_down_R_negative,0.16527616928024613
ENSG00000012660,3.8501476017100584,4.499809670330265,-0.6496620686202066,221217.0,0.006195597822575106,-0.2537749106991875,1.367136944657846e-25,0.710594315245478,0.7702702702702703,1244,0.0304201610073328,1.506894088859088e-23,ENSG00000012660,ELOVL5,protein_coding,chr6,treated_down_R_negative,0.16486793344874234
ENSG00000071564,0.6931471805599453,1.3862943611198906,-0.6931471805599453,218404.0,0.001385960103860175,-0.23771671898643987,1.4476884468752503e-22,0.5038759689922481,0.5818759936406995,927,0.009044404502031473,9.44722713878236e-21,ENSG00000071564,TCF3,protein_coding,chr19,treated_down_R_negative,0.1647726735374116
ENSG00000069329,3.7612001156935624,4.61512051684126,-0.8539204011476973,220132.0,0.0038966348946854906,-0.19267333328900552,3.2066712312727536e-15,0.6459948320413437,0.7265500794912559,1164,0.020878350682131952,5.468873467309514e-14,ENSG00000069329,VPS35,protein_coding,chr16,treated_down_R_negative,0.16452769005261156
ENSG00000175220,2.1972245773362196,3.1567740231385475,-0.9595494458023279,219744.0,0.0033036873755489834,-0.1708317426823392,3.0639552851290462e-12,0.648578811369509,0.7146263910969793,1150,0.01822637430235222,3.033642858652858e-11,ENSG00000175220,ARHGAP1,protein_coding,chr11,treated_down_R_negative,0.16392150401628447
