sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_email,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,data_row_count
SAMPLE 195,UKE_BCN_KGU #195,GSM7707845,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 195,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707845/suppl/GSM7707845_206036790127_R08C01_Red.idat.gz,0
SAMPLE 196,UKE_BCN_KGU #196,GSM7707846,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 196,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707846/suppl/GSM7707846_205061430075_R08C01_Red.idat.gz,0
SAMPLE 197,UKE_BCN_KGU #197,GSM7707847,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 197,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707847/suppl/GSM7707847_203867050007_R03C01_Red.idat.gz,0
SAMPLE 198,UKE_BCN_KGU #198,GSM7707848,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 198,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707848/suppl/GSM7707848_205689130015_R02C01_Red.idat.gz,0
SAMPLE 199,UKE_BCN_KGU #199,GSM7707849,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 199,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707849/suppl/GSM7707849_205689130089_R04C01_Red.idat.gz,0
SAMPLE 200,UKE_BCN_KGU #200,GSM7707850,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 200,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707850/suppl/GSM7707850_205689130064_R02C01_Red.idat.gz,0
SAMPLE 201,UKE_BCN_KGU #201,GSM7707851,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 201,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707851/suppl/GSM7707851_205735130138_R05C01_Red.idat.gz,0
SAMPLE 202,UKE_BCN_KGU #202,GSM7707852,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 202,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707852/suppl/GSM7707852_203806760136_R03C01_Red.idat.gz,0
SAMPLE 203,UKE_BCN_KGU #203,GSM7707853,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 203,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707853/suppl/GSM7707853_205735130118_R05C01_Red.idat.gz,0
SAMPLE 204,UKE_BCN_KGU #204,GSM7707854,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 204,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707854/suppl/GSM7707854_205735140062_R02C01_Red.idat.gz,0
SAMPLE 205,UKE_BCN_KGU #205,GSM7707855,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 205,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707855/suppl/GSM7707855_205689130015_R07C01_Red.idat.gz,0
SAMPLE 206,UKE_BCN_KGU #206,GSM7707856,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 206,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707856/suppl/GSM7707856_205689130015_R04C01_Red.idat.gz,0
SAMPLE 207,UKE_BCN_KGU #207,GSM7707857,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 207,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707857/suppl/GSM7707857_205689130089_R08C01_Red.idat.gz,0
SAMPLE 208,UKE_BCN_KGU #208,GSM7707858,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 208,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707858/suppl/GSM7707858_206036790176_R05C01_Red.idat.gz,0
SAMPLE 209,UKE_BCN_KGU #209,GSM7707859,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 209,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707859/suppl/GSM7707859_205689130015_R05C01_Red.idat.gz,0
SAMPLE 210,UKE_BCN_KGU #210,GSM7707860,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 210,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707860/suppl/GSM7707860_205689130089_R06C01_Red.idat.gz,0
SAMPLE 211,UKE_BCN_KGU #211,GSM7707861,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 211,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707861/suppl/GSM7707861_205689130089_R07C01_Red.idat.gz,0
SAMPLE 212,UKE_BCN_KGU #212,GSM7707862,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 212,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707862/suppl/GSM7707862_205724780074_R06C01_Red.idat.gz,0
SAMPLE 213,UKE_BCN_KGU #213,GSM7707863,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 213,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707863/suppl/GSM7707863_206644430091_R04C01_Red.idat.gz,0
SAMPLE 214,UKE_BCN_KGU #214,GSM7707864,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 214,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707864/suppl/GSM7707864_206648960096_R01C01_Red.idat.gz,0
SAMPLE 215,UKE_BCN_KGU #215,GSM7707865,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 215,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707865/suppl/GSM7707865_205724780074_R03C01_Red.idat.gz,0
SAMPLE 216,UKE_BCN_KGU #216,GSM7707866,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 216,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707866/suppl/GSM7707866_206644430052_R08C01_Red.idat.gz,0
SAMPLE 217,UKE_BCN_KGU #217,GSM7707867,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 217,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707867/suppl/GSM7707867_206644430082_R07C01_Red.idat.gz,0
SAMPLE 218,UKE_BCN_KGU #218,GSM7707868,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 218,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707868/suppl/GSM7707868_205735130054_R04C01_Red.idat.gz,0
SAMPLE 219,UKE_BCN_KGU #219,GSM7707869,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 219,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707869/suppl/GSM7707869_205724780074_R01C01_Red.idat.gz,0
SAMPLE 220,UKE_BCN_KGU #220,GSM7707870,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 0",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 220,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707870/suppl/GSM7707870_205756370085_R03C01_Red.idat.gz,0
SAMPLE 221,UKE_BCN_KGU #221,GSM7707871,Public on Mar 20 2024,Aug 11 2023,Apr 09 2025,genomic,1,Glioblastoma,Homo sapiens,"mgmt promoter methylation status [0=non-methylated, 1=methylated]: 1",genomic DNA,"DNA was extracted with the Maxwell® 16FFPE Plus LEV DNA Kit (Promega, Fitchburg, USA) and a Maxwell DNA extractor",Cy3 and Cy5,Standard Illumina protocol,9606,"Bisulfite treatment, whole-genome DNA amplification, hybridization and single-base extension, fluorescence staining and scanning of the chips were performed following the manufacturer´s instructions (Illumina).",Arrays were imaged using BeadArray Reader using standard recommended Illumina scanner setting,SAMPLE 221,non-normalized data matrix contains: Unmethylated and methylated signal intensities,GPL23976,"Richard,,Drexler",r.drexler@uke.de,Neurosurgery,Medical Center Hamburg-Eppendorf,Martinistraße 52,Hamburg,20246,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7707nnn/GSM7707871/suppl/GSM7707871_203010900136_R06C01_Red.idat.gz,0
