contrast_a,contrast_b,ID_REF,n_a,n_b,median_a,median_b,delta_median_a_minus_b,mean_a,mean_b,delta_mean_a_minus_b,std_a,std_b,u_statistic,p_value,rank_biserial,q_value_bh,abs_delta_median,abs_rank_biserial,probe_id,ucsc_refgene_name,ucsc_refgene_accession,refgene_group,cpg_island_name,relation_to_cpg_island,regulatory_feature_group,regulatory_feature_name,phantom4_enhancers,hmm_island,chromosome,mapinfo,strand,design_type,color_channel,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island
D3,not_D3,cg07681935,16,347,0.2916068761710065,0.552048787149485,-0.2604419109784785,0.3456729398176673,0.5175217459481817,-0.1718488061305143,0.211205903323521,0.2501883453855135,1681.0,0.008219012365984,-0.3944524495677233,0.3132830080933182,0.2604419109784785,0.3944524495677233,cg07681935,NBLA00301;HAND2,NR_003679;NM_021973,Body;TSS1500,chr4:174451828-174452962,Island,,,,4:174688938-174689680,4,174452461.0,R,I,Red,NBLA00301;HAND2,NR_003679;NM_021973,Body;TSS1500,chr4:174451828-174452962,Island
D3,not_D3,cg23501228,16,347,0.509611332765728,0.261651192415652,0.247960140350076,0.4536197391980002,0.3152248041045895,0.1383949350934107,0.2171792470542456,0.2073992729772571,3816.0,0.0082726880485461,0.3746397694524495,0.3132830080933182,0.247960140350076,0.3746397694524495,cg23501228,,,,chr6:75914705-75916387,S_Shore,,,,6:75973618-75974550,6,75917468.0,F,II,,,,,chr6:75914705-75916387,S_Shore
D3,not_D3,cg27258696,16,347,0.6920176250996966,0.454058815788964,0.2379588093107325,0.6296305568096585,0.4789269756861707,0.1507035811234877,0.1986703626743415,0.2193499039155609,3834.0,0.0085212978201382,0.3811239193083573,0.3132830080933182,0.2379588093107325,0.3811239193083573,cg27258696,NELL1;NELL1,NM_006157;NM_201551,Body;Body,,,Unclassified_Cell_type_specific,11:20987177-20987371,,,11,20987359.0,F,II,,NELL1;NELL1,NM_006157;NM_201551,Body;Body,,
D3,not_D3,cg06484232,16,347,0.7265679980031425,0.4959182675297799,0.2306497304733625,0.6303527656506451,0.4911328637387763,0.1392199019118687,0.2086664181983024,0.2131546914834706,3745.0,0.0078908732956953,0.3490634005763688,0.3132830080933182,0.2306497304733625,0.3490634005763688,cg06484232,OR52E4,NM_001005165,TSS200,,,,,,,11,5905350.0,R,II,,OR52E4,NM_001005165,TSS200,,
D3,not_D3,cg03315407,16,347,0.420204656091581,0.192319105771916,0.2278855503196649,0.4139863712586067,0.254595568406036,0.1593908028525707,0.2491843398628911,0.205718596589735,3857.0,0.0084650629070182,0.3894092219020173,0.3132830080933182,0.2278855503196649,0.3894092219020173,cg03315407,ANKH,NM_054027,Body,,,Unclassified,5:14809748-14810240,,,5,14810180.0,F,II,,ANKH,NM_054027,Body,,
D3,not_D3,cg09929879,16,347,0.690464210848646,0.480102688124157,0.2103615227244889,0.648351545812015,0.4995945896838504,0.1487569561281645,0.2012860308684737,0.2126136958974556,3772.0,0.008260484394545,0.3587896253602305,0.3132830080933182,0.2103615227244889,0.3587896253602305,cg09929879,DIP2C,NM_014974,Body,chr10:346504-346828,N_Shelf,,,,,10,343794.0,R,I,Red,DIP2C,NM_014974,Body,chr10:346504-346828,N_Shelf
D3,not_D3,cg17627629,16,347,0.371524648223545,0.574772912861815,-0.2032482646382699,0.3799417487841046,0.5435054690096309,-0.1635637202255263,0.2087333794239165,0.2396753963557252,1676.0,0.0079263590486896,-0.3962536023054754,0.3132830080933182,0.2032482646382699,0.3962536023054754,cg17627629,,,,chr5:179517442-179517664,N_Shore,Unclassified,5:179517057-179518162,,5:179449746-179450258,5,179517140.0,R,I,Red,,,,chr5:179517442-179517664,N_Shore
D3,not_D3,cg20540209,16,347,0.3594371732597425,0.557821737141979,-0.1983845638822365,0.3251092272397784,0.5025759092888001,-0.1774666820490217,0.2519332975567053,0.245985233506785,1694.0,0.0084045419974404,-0.3897694524495677,0.3132830080933182,0.1983845638822365,0.3897694524495677,cg20540209,ISL2,NM_145805,Body,chr15:76632262-76635515,Island,,,,15:74419573-74421330,15,76633981.0,F,I,Red,ISL2,NM_145805,Body,chr15:76632262-76635515,Island
D3,not_D3,cg25722945,16,347,0.8008435654881829,0.609842771797461,0.1910007936907218,0.7157572017694884,0.5804395298176414,0.135317671951847,0.2030615442019323,0.2193904349808549,3719.0,0.0081225262227726,0.3396974063400577,0.3132830080933182,0.1910007936907218,0.3396974063400577,cg25722945,,,,,,,,,,10,28063252.0,F,II,,,,,,
D3,not_D3,cg08708778,16,347,0.8069309628236581,0.6233316537931095,0.1835993090305485,0.7397755215896081,0.5815424243329225,0.1582330972566856,0.1716378240531651,0.2381285807642116,3828.0,0.0082158699308992,0.3789625360230548,0.3132830080933182,0.1835993090305485,0.3789625360230548,cg08708778,DPYSL3,NM_001387,Body,,,,,,,5,146826146.0,R,II,,DPYSL3,NM_001387,Body,,
D3,not_D3,cg14289852,16,347,0.793939103190195,0.621123611694756,0.1728154914954389,0.7315837041556827,0.586184754369661,0.1453989497860217,0.1368360475668858,0.2173101051294818,3859.0,0.0083443921382335,0.3901296829971181,0.3132830080933182,0.1728154914954389,0.3901296829971181,cg14289852,PTPRN2;PTPRN2;PTPRN2,NM_002847;NM_130842;NM_130843,Body;Body;Body,,,,,,7:157087339-157087423,7,157394633.0,R,II,,PTPRN2;PTPRN2;PTPRN2,NM_002847;NM_130842;NM_130843,Body;Body;Body,,
D3,not_D3,cg17551891,16,347,0.676866638933606,0.522725229566544,0.154141409367062,0.6758715701325256,0.5340045937875353,0.1418669763449903,0.1182868865000831,0.2191925213410032,3817.0,0.0082127103884381,0.375,0.3132830080933182,0.154141409367062,0.375,cg17551891,MAD1L1;MAD1L1;MAD1L1,NM_003550;NM_001013837;NM_001013836,Body;Body;Body,,,,,,7:1927128-1927342,7,1960795.0,R,I,Red,MAD1L1;MAD1L1;MAD1L1,NM_003550;NM_001013837;NM_001013836,Body;Body;Body,,
D3,not_D3,cg19403541,16,347,0.1170591618985426,0.340791351621663,-0.2237321897231203,0.2011080527810383,0.3655595370783549,-0.1644514842973165,0.1788305875688495,0.2616514479268395,1668.0,0.0086366893778741,-0.3991354466858789,0.3152076415282525,0.2237321897231203,0.3991354466858789,cg19403541,,,,chr4:174437914-174438346,Island,,,,4:174674335-174674997,4,174438312.0,F,I,Red,,,,chr4:174437914-174438346,Island
D3,not_D3,cg06188229,16,347,0.1134275771981322,0.3111632585952835,-0.1977356813971512,0.1705754511136526,0.3084244515396312,-0.1378490004259786,0.1537196184320084,0.2114788103560982,1696.0,0.0088350107904497,-0.3890489913544669,0.3155012612965536,0.1977356813971512,0.3890489913544669,cg06188229,MIXL1,NM_031944,Body,chr1:226411007-226411880,Island,Unclassified,1:226410627-226412014,,1:224477656-224478578,1,226411818.0,R,I,Grn,MIXL1,NM_031944,Body,chr1:226411007-226411880,Island
D3,not_D3,cg11328898,16,347,0.6560879897230545,0.488814745397919,0.1672732443251354,0.6431306906060291,0.4854771435728569,0.1576535470331722,0.1440830160031019,0.2380489458629792,3828.0,0.0088971355685628,0.3789625360230548,0.3155012612965536,0.1672732443251354,0.3789625360230548,cg11328898,NTM,NM_001048209,Body,,,,,,,11,131758858.0,R,I,Red,NTM,NM_001048209,Body,,
D3,not_D3,cg11681321,16,347,0.756595646306177,0.610535729016964,0.146059917289213,0.7340973569452999,0.5962601195066892,0.1378372374386106,0.1604572659940285,0.2139160539027965,3528.0,0.0087855458697166,0.2708933717579251,0.3155012612965536,0.146059917289213,0.2708933717579251,cg11681321,ANXA2;ANXA2;ANXA2;ANXA2,NM_001136015;NM_004039;NM_001002858;NM_001002857,5'UTR;5'UTR;Body;5'UTR,,,Unclassified_Cell_type_specific,15:60682984-60683127,,,15,60683059.0,R,I,Red,ANXA2;ANXA2;ANXA2;ANXA2,NM_001136015;NM_004039;NM_001002858;NM_001002857,5'UTR;5'UTR;Body;5'UTR,,
D3,not_D3,cg08085232,16,347,0.733219348467675,0.611622319690273,0.1215970287774019,0.7191508944273074,0.5751531227145987,0.1439977717127086,0.1376509091185972,0.2131661096732105,3653.0,0.008807553052748,0.315922190201729,0.3155012612965536,0.1215970287774019,0.315922190201729,cg08085232,SPRED2,NM_181784,Body,,,,,,,2,65598271.0,F,I,Red,SPRED2,NM_181784,Body,,
D3,not_D3,cg26864714,16,347,0.866040075675387,0.718574810594913,0.1474652650804739,0.8279423249719424,0.6641077494806302,0.1638345754913122,0.1342744622188965,0.2528268083439788,3825.0,0.0090905506647865,0.3778818443804035,0.315673544647937,0.1474652650804739,0.3778818443804035,cg26864714,,,,,,,,,10:133098868-133098975,10,133208907.0,F,I,Red,,,,,
D3,not_D3,cg20064139,16,347,0.73797584807781,0.596489556480521,0.1414862915972889,0.7356743861333157,0.5679750162215137,0.167699369911802,0.1904788499351779,0.2596785404646488,3837.0,0.009026690457144,0.3822046109510086,0.315673544647937,0.1414862915972889,0.3822046109510086,cg20064139,,,,chr20:41817475-41819212,S_Shelf,,,,,20,41823021.0,F,I,Red,,,,chr20:41817475-41819212,S_Shelf
D3,not_D3,cg12417466,16,347,0.7548679382115605,0.6682653319169245,0.086602606294636,0.7765291673701287,0.6159194105746283,0.1606097567955003,0.0968350650748999,0.2319231743261545,3836.0,0.0090913980858605,0.3818443804034581,0.315673544647937,0.086602606294636,0.3818443804034581,cg12417466,ARPP-21,NM_016300,TSS200,chr3:35680509-35681628,S_Shelf,,,,,3,35683819.0,F,II,,ARPP-21,NM_016300,TSS200,chr3:35680509-35681628,S_Shelf
D3,not_D3,cg08307030,16,347,0.3603408521953219,0.572501061854134,-0.212160209658812,0.3784864087437909,0.537576519341349,-0.159090110597558,0.2280749531335788,0.2105347825825249,1704.0,0.0093543891592998,-0.3861671469740634,0.3184209326092562,0.212160209658812,0.3861671469740634,cg08307030,ISL2,NM_145805,3'UTR,chr15:76632262-76635515,Island,,,,15:74421363-74421637,15,76634380.0,F,II,,ISL2,NM_145805,3'UTR,chr15:76632262-76635515,Island
D3,not_D3,cg00698204,16,347,0.2873264422775745,0.466762522382715,-0.1794360801051404,0.3286532782370104,0.4696959799735659,-0.1410427017365554,0.1910727286343399,0.2153163740774235,1708.0,0.0092883127131884,-0.3847262247838616,0.3184209326092562,0.1794360801051404,0.3847262247838616,cg00698204,SIM2;SIM2,NM_009586;NM_005069,Body;Body,chr21:38079941-38081833,Island,Unclassified_Cell_type_specific,21:38080446-38080862,,21:37001812-37002971,21,38080694.0,R,II,,SIM2;SIM2,NM_009586;NM_005069,Body;Body,chr21:38079941-38081833,Island
D3,not_D3,cg01090834,16,347,0.1031927295044345,0.279526622457971,-0.1763338929535365,0.1646642526400573,0.3554357437302305,-0.1907714910901732,0.1444542588729761,0.2679644668937799,1710.0,0.0094211149620883,-0.3840057636887608,0.3184209326092562,0.1763338929535365,0.3840057636887608,cg01090834,SIM2;SIM2,NM_009586;NM_005069,Body;Body,chr21:38079941-38081833,Island,,,,21:37003057-37003703,21,38081193.0,R,II,,SIM2;SIM2,NM_009586;NM_005069,Body;Body,chr21:38079941-38081833,Island
D3,not_D3,cg05891292,16,347,0.884972386805637,0.7821256278081989,0.102846758997438,0.8683623802926119,0.7051832174918377,0.1631791628007742,0.0855818858295795,0.2405588200028839,3808.0,0.0094889437917558,0.3717579250720462,0.3184209326092562,0.102846758997438,0.3717579250720462,cg05891292,POM121L12,NM_182595,TSS200,chr7:53103275-53103801,Island,,,,7:53070804-53071684,7,53103310.0,R,I,Grn,POM121L12,NM_182595,TSS200,chr7:53103275-53103801,Island
D3,not_D3,cg01706334,16,347,0.9155431096862,0.880146467689405,0.035396641996795,0.8799821228872752,0.7709654590093591,0.109016663877916,0.0898694201235075,0.2160668670393114,3841.0,0.0094881491084489,0.3836455331412103,0.3184209326092562,0.035396641996795,0.3836455331412103,cg01706334,,,,,,,,,,8,72872845.0,F,II,,,,,,
D3,not_D3,cg25473910,16,347,0.6757451703034976,0.50651814329612,0.1692270270073775,0.630485251180174,0.4887208516588233,0.1417643995213506,0.1786293079039701,0.217851868315904,3817.0,0.0096248012919518,0.375,0.320826709731727,0.1692270270073775,0.375,cg25473910,,,,,,,,,,7,41254173.0,F,II,,,,,,
D3,not_D3,cg01733284,16,347,0.74882879537038,0.513740535904484,0.235088259465896,0.6692164846302725,0.5180874946084658,0.1511289900218067,0.1986636687709857,0.2265945873287186,3827.0,0.0096926601403695,0.3786023054755043,0.3209490112705156,0.235088259465896,0.3786023054755043,cg01733284,OR10K2,NM_001004476,TSS1500,,,,,,,1,158391119.0,R,II,,OR10K2,NM_001004476,TSS1500,,
D3,not_D3,cg04473095,16,347,0.7557005052631065,0.508056361056104,0.2476441442070025,0.6335527537893404,0.5002303478024686,0.1333224059868718,0.1844895170505566,0.2121712153210425,3815.0,0.0097626631586941,0.3742795389048992,0.3211402354833597,0.2476441442070025,0.3742795389048992,cg04473095,,,,chr10:50887565-50887862,N_Shelf,,,,,10,50885235.0,R,II,,,,,chr10:50887565-50887862,N_Shelf
D3,not_D3,cg15877425,16,347,0.717706952389495,0.450437690801087,0.267269261588408,0.6562373328296012,0.47666562890777,0.1795717039218311,0.2031084268818211,0.2602714572565152,3719.0,0.0103545116495033,0.3396974063400577,0.3215686847671842,0.267269261588408,0.3396974063400577,cg15877425,TSGA13,NM_052933,Body,chr7:130353070-130353979,S_Shelf,,,,,7,130357453.0,F,I,Red,TSGA13,NM_052933,Body,chr7:130353070-130353979,S_Shelf
D3,not_D3,cg23817132,16,347,0.689838542784879,0.4571735283592625,0.2326650144256165,0.624772015978957,0.4780827537522462,0.1466892622267108,0.1788970175894118,0.2156606507805396,3819.0,0.010256607535756,0.3757204610951008,0.3215686847671842,0.2326650144256165,0.3757204610951008,cg23817132,,,,,,,,,,13,56790593.0,F,II,,,,,,
D3,not_D3,cg22740796,16,347,0.6633234316754999,0.439013379150406,0.2243100525250939,0.590158819495837,0.4370922370693285,0.1530665824265085,0.1869407218491973,0.2188016847090469,3372.0,0.010344617713586,0.2146974063400577,0.3215686847671842,0.2243100525250939,0.2146974063400577,cg22740796,,,,,,,,,10:132351201-132351293,10,132461281.0,R,I,Red,,,,,
D3,not_D3,cg10848272,16,347,0.2883490485953685,0.117625010231526,0.1707240383638424,0.3257140485427623,0.2208201061680695,0.1048939423746928,0.1869395749559473,0.2155589235702648,3829.0,0.0103263754731129,0.3793227665706051,0.3215686847671842,0.1707240383638424,0.3793227665706051,cg10848272,SLC8A3;SLC8A3;SLC8A3;SLC8A3,NM_182932;NM_058240;NM_183002;NM_033262,5'UTR;5'UTR;5'UTR;5'UTR,chr14:70655095-70656077,N_Shore,,,,14:69723451-69723840,14,70653719.0,R,I,Grn,SLC8A3;SLC8A3;SLC8A3;SLC8A3,NM_182932;NM_058240;NM_183002;NM_033262,5'UTR;5'UTR;5'UTR;5'UTR,chr14:70655095-70656077,N_Shore
D3,not_D3,cg05341786,16,347,0.7759524894887275,0.605366485371476,0.1705860041172515,0.7199784493699537,0.5754390413109215,0.1445394080590322,0.1600693241400442,0.2250679899200981,3808.0,0.010259142243342,0.3717579250720462,0.3215686847671842,0.1705860041172515,0.3717579250720462,cg05341786,PHACTR2;PHACTR2;PHACTR2;PHACTR2,NM_014721;NM_001100166;NM_001100164;NM_001100165,3'UTR;3'UTR;3'UTR;3'UTR,,,,,,,6,144150174.0,R,II,,PHACTR2;PHACTR2;PHACTR2;PHACTR2,NM_014721;NM_001100166;NM_001100164;NM_001100165,3'UTR;3'UTR;3'UTR;3'UTR,,
D3,not_D3,cg06320828,16,347,0.1872926509096435,0.347981269385981,-0.1606886184763375,0.2036216901742505,0.3509243451518097,-0.1473026549775592,0.1527518029298788,0.2244867475133651,1717.0,0.0098993606980078,-0.3814841498559077,0.3215686847671842,0.1606886184763375,0.3814841498559077,cg06320828,,,,chr3:137489051-137489409,N_Shore,,,,3:138971127-138971310,3,137488591.0,R,II,,,,,chr3:137489051-137489409,N_Shore
D3,not_D3,cg05291025,16,347,0.818023644116795,0.6722295230417354,0.1457941210750595,0.7295818532567979,0.6111790760575612,0.1184027771992367,0.1990478315612665,0.2139804827742645,3774.0,0.0103402388204967,0.3595100864553313,0.3215686847671842,0.1457941210750595,0.3595100864553313,cg05291025,NEU2,NM_005383,TSS1500,,,,,,,2,233897149.0,R,I,Grn,NEU2,NM_005383,TSS1500,,
D3,not_D3,cg00657674,16,347,0.747134859937293,0.602034716398292,0.145100143539001,0.7074188969562378,0.5680168403022292,0.1394020566540086,0.1297685301142954,0.213988921563562,3822.0,0.0100417923615296,0.3768011527377521,0.3215686847671842,0.145100143539001,0.3768011527377521,cg00657674,ZPLD1,NM_175056,3'UTR,,,,,,,3,102198240.0,F,II,,ZPLD1,NM_175056,3'UTR,,
D3,not_D3,cg01430970,16,347,0.685373879901742,0.556900156337497,0.128473723564245,0.6815889136075668,0.5241928322701753,0.1573960813373914,0.09553367640194,0.231419886831814,3829.0,0.0103263754731129,0.3793227665706051,0.3215686847671842,0.128473723564245,0.3793227665706051,cg01430970,MYADML2,NM_001145113,TSS200,,,,,,,17,79905219.0,R,I,Red,MYADML2,NM_001145113,TSS200,,
D3,not_D3,cg22442454,16,347,0.1191362458339115,0.3583997271363495,-0.239263481302438,0.2064960415166209,0.3556701968007675,-0.1491741552841466,0.1878083252394229,0.2244364680874888,1720.0,0.0104755035703941,-0.3804034582132565,0.3216314428123802,0.239263481302438,0.3804034582132565,cg22442454,IRF6;IRF6,NM_006147;NM_006147,5'UTR;1stExon,chr1:209979316-209979666,Island,Unclassified_Cell_type_specific,1:209979246-209979813,,1:208045620-208046259,1,209979470.0,F,I,Grn,IRF6;IRF6,NM_006147;NM_006147,5'UTR;1stExon,chr1:209979316-209979666,Island
D3,not_D3,cg12684958,16,347,0.783414871631319,0.661468264282774,0.1219466073485449,0.7415234955179285,0.5949474490065816,0.1465760465113469,0.1323568884776366,0.2256269881863533,3783.0,0.0104851850356835,0.3627521613832853,0.3216314428123802,0.1219466073485449,0.3627521613832853,cg12684958,PPBPL2,NR_026769,TSS1500,,,,,,,4,74921425.0,F,II,,PPBPL2,NR_026769,TSS1500,,
D3,not_D3,cg10559585,16,347,0.582811464406485,0.394262452147045,0.18854901225944,0.5540045724195491,0.4020999324133201,0.151904640006229,0.1387802688062355,0.2447686245254333,3823.0,0.0107697059864598,0.3771613832853027,0.3257186325327103,0.18854901225944,0.3771613832853027,cg10559585,,,,chr11:66024910-66026253,N_Shelf,,,,,11,66021275.0,F,I,Red,,,,chr11:66024910-66026253,N_Shelf
D3,not_D3,cg11452329,16,347,0.529823166916373,0.3594781414051075,0.1703450255112655,0.5256750968664866,0.3951720304309252,0.1305030664355613,0.156204527987549,0.2374313587941101,3239.0,0.0108447147701639,0.1667867435158501,0.3257186325327103,0.1703450255112655,0.1667867435158501,cg11452329,,,,,,,,,6:85880852-85880975,6,85824216.0,F,I,Red,,,,,
D3,not_D3,cg19707128,16,347,0.843707621633542,0.702647922334418,0.141059699299124,0.7702828400355153,0.6505117939324757,0.1197710461030395,0.1759779632861422,0.2125731207626823,3510.0,0.0108790023265925,0.2644092219020173,0.3257186325327103,0.141059699299124,0.2644092219020173,cg19707128,,,,,,,,,2:127351731-127351798,2,127635279.0,R,I,Red,,,,,
D3,not_D3,cg06850158,16,347,0.8476463880346314,0.753926498374682,0.0937198896599494,0.7976394768184613,0.672765924473635,0.1248735523448262,0.1529798836415606,0.2183584006533199,3822.0,0.0108452173393901,0.3768011527377521,0.3257186325327103,0.0937198896599494,0.3768011527377521,cg06850158,,,,,,,,,,4,74567419.0,F,II,,,,,,
D3,not_D3,cg17227257,16,347,0.719330837934033,0.603421737523002,0.1159091004110309,0.7073057232850265,0.5608766371787244,0.1464290861063021,0.1082469478705173,0.2193037605476864,3805.0,0.0113141040483909,0.3706772334293948,0.3367292871544924,0.1159091004110309,0.3706772334293948,cg17227257,LOC100130872-SPON2;LOC100130872,NR_033182;NR_024569,TSS200;Body,chr4:1202956-1203200,N_Shore,,,,4:1192470-1192730,4,1202694.0,F,I,Red,LOC100130872-SPON2;LOC100130872,NR_033182;NR_024569,TSS200;Body,chr4:1202956-1203200,N_Shore
D3,not_D3,cg27284120,16,347,0.6811862232067515,0.47553500446565,0.2056512187411014,0.6315005616901838,0.4938022699782241,0.1376982917119596,0.1802378977815546,0.210628121422862,3814.0,0.0114664457106732,0.3739193083573486,0.3392439559370769,0.2056512187411014,0.3739193083573486,cg27284120,FPR3,NM_002030,5'UTR,,,Unclassified_Cell_type_specific,19:52301773-52302672,,,19,52302551.0,F,II,,FPR3,NM_002030,5'UTR,,
D3,not_D3,cg21697851,16,347,0.1687309003299605,0.408299755118915,-0.2395688547889544,0.2536228629259782,0.4043371577348976,-0.1507142948089194,0.2256102124590457,0.2286168824272631,1733.0,0.0118860882507743,-0.3757204610951008,0.3482378442494294,0.2395688547889544,0.3757204610951008,cg21697851,SIM2;SIM2,NM_009586;NM_005069,Body;Body,chr21:38076762-38077685,Island,,,,21:36998579-36999842,21,38076869.0,R,I,Grn,SIM2;SIM2,NM_009586;NM_005069,Body;Body,chr21:38076762-38077685,Island
D3,not_D3,cg10385290,16,347,0.8653159696140135,0.7602821236070909,0.1050338460069225,0.8321681815191968,0.666947293737172,0.1652208877820248,0.1425628626300414,0.2642177625033897,3754.0,0.0119097342733304,0.3523054755043227,0.3482378442494294,0.1050338460069225,0.3523054755043227,cg10385290,SLC1A6,NM_005071,TSS200,,,,,,,19,15083818.0,R,I,Grn,SLC1A6,NM_005071,TSS200,,
D3,not_D3,cg19092343,16,347,0.657064785436025,0.4306046059131699,0.226460179522855,0.584329168362361,0.4496288995971226,0.1347002687652383,0.1972053255343255,0.2097677371739745,3795.0,0.0121276452820973,0.3670749279538905,0.3485813000634011,0.226460179522855,0.3670749279538905,cg19092343,CYP4B1;CYP4B1,NM_000779;NM_001099772,3'UTR;3'UTR,,,,,,,1,47284627.0,F,II,,CYP4B1;CYP4B1,NM_000779;NM_001099772,3'UTR;3'UTR,,
D3,not_D3,cg10372057,16,347,0.835668454324409,0.674827212208386,0.1608412421160229,0.7632076952978697,0.6205055725372561,0.1427021227606135,0.1557361000724183,0.2249764378192909,3588.0,0.0121306292422063,0.2925072046109509,0.3485813000634011,0.1608412421160229,0.2925072046109509,cg10372057,,,,,,,,,,7,41448992.0,F,II,,,,,,
D3,not_D3,cg27071152,16,347,0.283138403681957,0.437824287167631,-0.154685883485674,0.2878442831938522,0.4311219763752456,-0.1432776931813934,0.1919164814551277,0.2211295270878195,1628.0,0.0120614750522013,-0.4135446685878963,0.3485813000634011,0.154685883485674,0.4135446685878963,cg27071152,LOC646999,NR_024390,Body,chr7:39649253-39649510,Island,Unclassified,7:39649011-39649825,,7:39615791-39616006,7,39649443.0,F,I,Red,LOC646999,NR_024390,Body,chr7:39649253-39649510,Island
D3,not_D3,cg17129986,16,347,0.5692007208962475,0.182156433787535,0.3870442871087125,0.5259535658666654,0.3442290228784865,0.1817245429881788,0.2448806148139937,0.2971622744019108,3801.0,0.0125434624254043,0.369236311239193,0.3503760454023553,0.3870442871087125,0.369236311239193,cg17129986,,,,chr17:49021856-49022279,Island,Promoter_Associated,17:49020982-49022562,,17:46376856-46377278,17,49022021.0,F,I,Grn,,,,chr17:49021856-49022279,Island
D3,not_D3,cg16360831,16,347,0.6440109812537316,0.417419333794471,0.2265916474592605,0.5875407563643328,0.4440105799912661,0.1435301763730667,0.1978587275301174,0.2216191742259454,3759.0,0.0124103803096879,0.3541066282420748,0.3503760454023553,0.2265916474592605,0.3541066282420748,cg16360831,,,,,,,,,5:1031278-1031406,5,978322.0,F,I,Red,,,,,
D3,not_D3,cg19005390,16,347,0.709264831186505,0.518805130683468,0.1904597005030369,0.6756761424963021,0.5359749108922633,0.1397012316040388,0.138428741031458,0.2120554891225226,3801.0,0.0125434624254043,0.369236311239193,0.3503760454023553,0.1904597005030369,0.369236311239193,cg19005390,COL4A1,NM_001845,Body,,,,,,13:109650508-109650594,13,110852582.0,F,II,,COL4A1,NM_001845,Body,,
D3,not_D3,cg18878992,16,347,0.414414999749343,0.598229618531439,-0.1838146187820959,0.3690628197183616,0.5487198695402022,-0.1796570498218406,0.2695953173528471,0.2403265583239136,1599.0,0.0122789099319123,-0.4239913544668587,0.3503760454023553,0.1838146187820959,0.4239913544668587,cg18878992,MAPT;MAPT;LOC100128977;LOC100130148;MAPT;MAPT;MAPT;MAPT,NM_001123067;NM_016835;NR_024559;NR_024560;NM_016834;NM_016841;NM_005910;NM_001123066,5'UTR;5'UTR;TSS1500;Body;5'UTR;5'UTR;5'UTR;5'UTR,chr17:43971410-43975040,Island,,,,17:41329958-41330929,17,43974344.0,R,I,Grn,MAPT;MAPT;LOC100128977;LOC100130148;MAPT;MAPT;MAPT;MAPT,NM_001123067;NM_016835;NR_024559;NR_024560;NM_016834;NM_016841;NM_005910;NM_001123066,5'UTR;5'UTR;TSS1500;Body;5'UTR;5'UTR;5'UTR;5'UTR,chr17:43971410-43975040,Island
D3,not_D3,cg17478979,16,347,0.453785270474043,0.2816865968446039,0.172098673629439,0.4612431858097423,0.3273557951522887,0.1338873906574536,0.1727761358902045,0.2284680178535992,3791.0,0.0124673117250379,0.3656340057636886,0.3503760454023553,0.172098673629439,0.3656340057636886,cg17478979,ZC3H12D,NM_207360,Body,chr6:149771836-149772855,Island,Unclassified,6:149772072-149773030,,6:149813536-149814769,6,149772150.0,R,I,Red,ZC3H12D,NM_207360,Body,chr6:149771836-149772855,Island
D3,not_D3,cg00555894,16,347,0.734372380077482,0.504966341887873,0.2294060381896089,0.6471994420010089,0.5078331317895088,0.1393663102115,0.194757878439761,0.2212002513731434,3797.0,0.0128924079176865,0.3677953890489913,0.3519912857734513,0.2294060381896089,0.3677953890489913,cg00555894,,,,,,,,,,4,97182116.0,F,II,,,,,,
D3,not_D3,cg01689438,16,347,0.279652109541924,0.498128616886426,-0.218476507344502,0.3424509519417899,0.4812559575682199,-0.13880500562643,0.2002210508167872,0.2191371480231317,1757.0,0.0130700801982112,-0.3670749279538905,0.3519912857734513,0.218476507344502,0.3670749279538905,cg01689438,,,,chr3:147142181-147142391,N_Shore,,,,3:148623510-148623623,3,147140930.0,R,II,,,,,chr3:147142181-147142391,N_Shore
D3,not_D3,cg23729283,16,347,0.7579431460583594,0.549957100905834,0.2079860451525254,0.696030885096311,0.5404255329487242,0.1556053521475867,0.1294008954659977,0.2278665175592781,3795.0,0.0130700801982112,0.3670749279538905,0.3519912857734513,0.2079860451525254,0.3670749279538905,cg23729283,CPVL;CPVL,NM_031311;NM_019029,Body;Body,,,,,,,7,29040109.0,R,II,,CPVL;CPVL,NM_031311;NM_019029,Body;Body,,
D3,not_D3,cg22840361,16,347,0.5465970167815084,0.746783853318388,-0.2001868365368796,0.5259664690892526,0.6811234471246925,-0.1551569780354399,0.2531242610213166,0.2177756722055762,1754.0,0.0128043757265373,-0.3681556195965417,0.3519912857734513,0.2001868365368796,0.3681556195965417,cg22840361,,,,chr15:96887793-96888030,Island,Unclassified,15:96887705-96889554,,15:94688846-94688989,15,96887919.0,R,I,Red,,,,chr15:96887793-96888030,Island
